,name,language,talk.translation_shifts,talk.language,talk.room,talk.duration,talk.title,talk.speakers,talk.fahrplan
0,waffle,en,"[TranslationShift(name=""waffle"", language=""en"", Talk=<parse.Talk object at 0x10a9bb710>), TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10a9bb710>), TranslationShift(name=""bluewhobert"", language=""en"", Talk=<parse.Talk object at 0x10a9bb710>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10a9bb710>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10a9bb710>)]",de,Ada,0 days 00:30:00.000000000,Opening Ceremony (de),"['bleeptrack', 'blinry']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11223.html
1,SimplySayM,en,"[TranslationShift(name=""waffle"", language=""en"", Talk=<parse.Talk object at 0x10a9bbd50>), TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10a9bbd50>), TranslationShift(name=""bluewhobert"", language=""en"", Talk=<parse.Talk object at 0x10a9bbd50>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10a9bbd50>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10a9bbd50>)]",de,Ada,0 days 00:30:00.000000000,Opening Ceremony (de),"['bleeptrack', 'blinry']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11223.html
2,bluewhobert,en,"[TranslationShift(name=""waffle"", language=""en"", Talk=<parse.Talk object at 0x10a9ec3d0>), TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10a9ec3d0>), TranslationShift(name=""bluewhobert"", language=""en"", Talk=<parse.Talk object at 0x10a9ec3d0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10a9ec3d0>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10a9ec3d0>)]",de,Ada,0 days 00:30:00.000000000,Opening Ceremony (de),"['bleeptrack', 'blinry']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11223.html
3,ironic,fr,"[TranslationShift(name=""waffle"", language=""en"", Talk=<parse.Talk object at 0x10a9eca10>), TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10a9eca10>), TranslationShift(name=""bluewhobert"", language=""en"", Talk=<parse.Talk object at 0x10a9eca10>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10a9eca10>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10a9eca10>)]",de,Ada,0 days 00:30:00.000000000,Opening Ceremony (de),"['bleeptrack', 'blinry']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11223.html
4,hnms,fr,"[TranslationShift(name=""waffle"", language=""en"", Talk=<parse.Talk object at 0x10a9ee090>), TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10a9ee090>), TranslationShift(name=""bluewhobert"", language=""en"", Talk=<parse.Talk object at 0x10a9ee090>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10a9ee090>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10a9ee090>)]",de,Ada,0 days 00:30:00.000000000,Opening Ceremony (de),"['bleeptrack', 'blinry']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11223.html
5,sirenensang,de,"[TranslationShift(name=""sirenensang"", language=""de"", Talk=<parse.Talk object at 0x10a9ee3d0>), TranslationShift(name=""eibwen"", language=""de"", Talk=<parse.Talk object at 0x10a9ee3d0>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10a9ee3d0>), TranslationShift(name=""damok"", language=""fr"", Talk=<parse.Talk object at 0x10a9ee3d0>)]",en,Ada,0 days 01:00:00.000000000,The Case for Scale in Cyber Security,['Vincenzo Iozzo'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11220.html
6,eibwen,de,"[TranslationShift(name=""sirenensang"", language=""de"", Talk=<parse.Talk object at 0x10a9eeb90>), TranslationShift(name=""eibwen"", language=""de"", Talk=<parse.Talk object at 0x10a9eeb90>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10a9eeb90>), TranslationShift(name=""damok"", language=""fr"", Talk=<parse.Talk object at 0x10a9eeb90>)]",en,Ada,0 days 01:00:00.000000000,The Case for Scale in Cyber Security,['Vincenzo Iozzo'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11220.html
7,korfuri,fr,"[TranslationShift(name=""sirenensang"", language=""de"", Talk=<parse.Talk object at 0x10a9ef110>), TranslationShift(name=""eibwen"", language=""de"", Talk=<parse.Talk object at 0x10a9ef110>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10a9ef110>), TranslationShift(name=""damok"", language=""fr"", Talk=<parse.Talk object at 0x10a9ef110>)]",en,Ada,0 days 01:00:00.000000000,The Case for Scale in Cyber Security,['Vincenzo Iozzo'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11220.html
8,damok,fr,"[TranslationShift(name=""sirenensang"", language=""de"", Talk=<parse.Talk object at 0x10a9ef650>), TranslationShift(name=""eibwen"", language=""de"", Talk=<parse.Talk object at 0x10a9ef650>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10a9ef650>), TranslationShift(name=""damok"", language=""fr"", Talk=<parse.Talk object at 0x10a9ef650>)]",en,Ada,0 days 01:00:00.000000000,The Case for Scale in Cyber Security,['Vincenzo Iozzo'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11220.html
9,os10000,de,"[TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10a9efa50>), TranslationShift(name=""PetePriority"", language=""de"", Talk=<parse.Talk object at 0x10a9efa50>)]",en,Borg,0 days 01:00:00.000000000,I am system: breaking the security boundary in windows OS.,"['Shi Qin', 'Wenxu Wu', 'Haoyu Yang']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10841.html
10,PetePriority,de,"[TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10a9efe10>), TranslationShift(name=""PetePriority"", language=""de"", Talk=<parse.Talk object at 0x10a9efe10>)]",en,Borg,0 days 01:00:00.000000000,I am system: breaking the security boundary in windows OS.,"['Shi Qin', 'Wenxu Wu', 'Haoyu Yang']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10841.html
11,franzt,de,"[TranslationShift(name=""franzt"", language=""de"", Talk=<parse.Talk object at 0x10a9f1290>), TranslationShift(name=""flberger"", language=""de"", Talk=<parse.Talk object at 0x10a9f1290>), TranslationShift(name=""Aegy"", language=""de"", Talk=<parse.Talk object at 0x10a9f1290>)]",en,Clarke,0 days 01:00:00.000000000,Open Source is Insufficient to Solve Trust Problems in Hardware,"['bunnie', 'Sean ""xobs"" Cross', 'Tom Marble']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10690.html
12,flberger,de,"[TranslationShift(name=""franzt"", language=""de"", Talk=<parse.Talk object at 0x10a9f1710>), TranslationShift(name=""flberger"", language=""de"", Talk=<parse.Talk object at 0x10a9f1710>), TranslationShift(name=""Aegy"", language=""de"", Talk=<parse.Talk object at 0x10a9f1710>)]",en,Clarke,0 days 01:00:00.000000000,Open Source is Insufficient to Solve Trust Problems in Hardware,"['bunnie', 'Sean ""xobs"" Cross', 'Tom Marble']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10690.html
13,Aegy,de,"[TranslationShift(name=""franzt"", language=""de"", Talk=<parse.Talk object at 0x10a9f1b90>), TranslationShift(name=""flberger"", language=""de"", Talk=<parse.Talk object at 0x10a9f1b90>), TranslationShift(name=""Aegy"", language=""de"", Talk=<parse.Talk object at 0x10a9f1b90>)]",en,Clarke,0 days 01:00:00.000000000,Open Source is Insufficient to Solve Trust Problems in Hardware,"['bunnie', 'Sean ""xobs"" Cross', 'Tom Marble']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10690.html
14,joern,de,"[TranslationShift(name=""joern"", language=""de"", Talk=<parse.Talk object at 0x10a9f3190>), TranslationShift(name=""flo_h"", language=""de"", Talk=<parse.Talk object at 0x10a9f3190>), TranslationShift(name=""danielcweber"", language=""de"", Talk=<parse.Talk object at 0x10a9f3190>), TranslationShift(name=""db0"", language=""fr"", Talk=<parse.Talk object at 0x10a9f3190>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10a9f3190>)]",en,Dijkstra,0 days 01:00:00.000000000,Leaving legacy behind,['Hannes Mehnert'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11172.html
15,flo_h,de,"[TranslationShift(name=""joern"", language=""de"", Talk=<parse.Talk object at 0x10a9f37d0>), TranslationShift(name=""flo_h"", language=""de"", Talk=<parse.Talk object at 0x10a9f37d0>), TranslationShift(name=""danielcweber"", language=""de"", Talk=<parse.Talk object at 0x10a9f37d0>), TranslationShift(name=""db0"", language=""fr"", Talk=<parse.Talk object at 0x10a9f37d0>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10a9f37d0>)]",en,Dijkstra,0 days 01:00:00.000000000,Leaving legacy behind,['Hannes Mehnert'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11172.html
16,danielcweber,de,"[TranslationShift(name=""joern"", language=""de"", Talk=<parse.Talk object at 0x10a9f3e10>), TranslationShift(name=""flo_h"", language=""de"", Talk=<parse.Talk object at 0x10a9f3e10>), TranslationShift(name=""danielcweber"", language=""de"", Talk=<parse.Talk object at 0x10a9f3e10>), TranslationShift(name=""db0"", language=""fr"", Talk=<parse.Talk object at 0x10a9f3e10>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10a9f3e10>)]",en,Dijkstra,0 days 01:00:00.000000000,Leaving legacy behind,['Hannes Mehnert'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11172.html
17,db0,fr,"[TranslationShift(name=""joern"", language=""de"", Talk=<parse.Talk object at 0x10a9f5490>), TranslationShift(name=""flo_h"", language=""de"", Talk=<parse.Talk object at 0x10a9f5490>), TranslationShift(name=""danielcweber"", language=""de"", Talk=<parse.Talk object at 0x10a9f5490>), TranslationShift(name=""db0"", language=""fr"", Talk=<parse.Talk object at 0x10a9f5490>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10a9f5490>)]",en,Dijkstra,0 days 01:00:00.000000000,Leaving legacy behind,['Hannes Mehnert'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11172.html
18,Kalessin,fr,"[TranslationShift(name=""joern"", language=""de"", Talk=<parse.Talk object at 0x10a9f5ad0>), TranslationShift(name=""flo_h"", language=""de"", Talk=<parse.Talk object at 0x10a9f5ad0>), TranslationShift(name=""danielcweber"", language=""de"", Talk=<parse.Talk object at 0x10a9f5ad0>), TranslationShift(name=""db0"", language=""fr"", Talk=<parse.Talk object at 0x10a9f5ad0>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10a9f5ad0>)]",en,Dijkstra,0 days 01:00:00.000000000,Leaving legacy behind,['Hannes Mehnert'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11172.html
19,afrowson,de,"[TranslationShift(name=""afrowson"", language=""de"", Talk=<parse.Talk object at 0x10a9f7150>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10a9f7150>), TranslationShift(name=""desco"", language=""de"", Talk=<parse.Talk object at 0x10a9f7150>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10a9f7150>), TranslationShift(name=""iggle"", language=""es"", Talk=<parse.Talk object at 0x10a9f7150>), TranslationShift(name=""guillermo"", language=""es"", Talk=<parse.Talk object at 0x10a9f7150>)]",en,Eliza,0 days 01:00:00.000000000,Technical aspects of the surveillance in and around the Ecuadorian embassy in London,['andy'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11247.html
20,phlo,de,"[TranslationShift(name=""afrowson"", language=""de"", Talk=<parse.Talk object at 0x10a9f7890>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10a9f7890>), TranslationShift(name=""desco"", language=""de"", Talk=<parse.Talk object at 0x10a9f7890>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10a9f7890>), TranslationShift(name=""iggle"", language=""es"", Talk=<parse.Talk object at 0x10a9f7890>), TranslationShift(name=""guillermo"", language=""es"", Talk=<parse.Talk object at 0x10a9f7890>)]",en,Eliza,0 days 01:00:00.000000000,Technical aspects of the surveillance in and around the Ecuadorian embassy in London,['andy'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11247.html
21,desco,de,"[TranslationShift(name=""afrowson"", language=""de"", Talk=<parse.Talk object at 0x10a9f7f90>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10a9f7f90>), TranslationShift(name=""desco"", language=""de"", Talk=<parse.Talk object at 0x10a9f7f90>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10a9f7f90>), TranslationShift(name=""iggle"", language=""es"", Talk=<parse.Talk object at 0x10a9f7f90>), TranslationShift(name=""guillermo"", language=""es"", Talk=<parse.Talk object at 0x10a9f7f90>)]",en,Eliza,0 days 01:00:00.000000000,Technical aspects of the surveillance in and around the Ecuadorian embassy in London,['andy'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11247.html
22,genbi,es,"[TranslationShift(name=""afrowson"", language=""de"", Talk=<parse.Talk object at 0x10a9f96d0>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10a9f96d0>), TranslationShift(name=""desco"", language=""de"", Talk=<parse.Talk object at 0x10a9f96d0>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10a9f96d0>), TranslationShift(name=""iggle"", language=""es"", Talk=<parse.Talk object at 0x10a9f96d0>), TranslationShift(name=""guillermo"", language=""es"", Talk=<parse.Talk object at 0x10a9f96d0>)]",en,Eliza,0 days 01:00:00.000000000,Technical aspects of the surveillance in and around the Ecuadorian embassy in London,['andy'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11247.html
23,iggle,es,"[TranslationShift(name=""afrowson"", language=""de"", Talk=<parse.Talk object at 0x10a9f9dd0>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10a9f9dd0>), TranslationShift(name=""desco"", language=""de"", Talk=<parse.Talk object at 0x10a9f9dd0>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10a9f9dd0>), TranslationShift(name=""iggle"", language=""es"", Talk=<parse.Talk object at 0x10a9f9dd0>), TranslationShift(name=""guillermo"", language=""es"", Talk=<parse.Talk object at 0x10a9f9dd0>)]",en,Eliza,0 days 01:00:00.000000000,Technical aspects of the surveillance in and around the Ecuadorian embassy in London,['andy'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11247.html
24,guillermo,es,"[TranslationShift(name=""afrowson"", language=""de"", Talk=<parse.Talk object at 0x10a9fb510>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10a9fb510>), TranslationShift(name=""desco"", language=""de"", Talk=<parse.Talk object at 0x10a9fb510>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10a9fb510>), TranslationShift(name=""iggle"", language=""es"", Talk=<parse.Talk object at 0x10a9fb510>), TranslationShift(name=""guillermo"", language=""es"", Talk=<parse.Talk object at 0x10a9fb510>)]",en,Eliza,0 days 01:00:00.000000000,Technical aspects of the surveillance in and around the Ecuadorian embassy in London,['andy'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11247.html
25,sebalis,de,"[TranslationShift(name=""sebalis"", language=""de"", Talk=<parse.Talk object at 0x10a9fb890>), TranslationShift(name=""Ben"", language=""de"", Talk=<parse.Talk object at 0x10a9fb890>), TranslationShift(name=""shesapirate"", language=""de"", Talk=<parse.Talk object at 0x10a9fb890>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10a9fb890>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10a9fb890>)]",en,Ada,0 days 01:00:00.000000000,What's left for private messaging?,['Will Scott'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10565.html
26,Ben,de,"[TranslationShift(name=""sebalis"", language=""de"", Talk=<parse.Talk object at 0x10a9fc250>), TranslationShift(name=""Ben"", language=""de"", Talk=<parse.Talk object at 0x10a9fc250>), TranslationShift(name=""shesapirate"", language=""de"", Talk=<parse.Talk object at 0x10a9fc250>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10a9fc250>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10a9fc250>)]",en,Ada,0 days 01:00:00.000000000,What's left for private messaging?,['Will Scott'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10565.html
27,shesapirate,de,"[TranslationShift(name=""sebalis"", language=""de"", Talk=<parse.Talk object at 0x10a9fc890>), TranslationShift(name=""Ben"", language=""de"", Talk=<parse.Talk object at 0x10a9fc890>), TranslationShift(name=""shesapirate"", language=""de"", Talk=<parse.Talk object at 0x10a9fc890>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10a9fc890>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10a9fc890>)]",en,Ada,0 days 01:00:00.000000000,What's left for private messaging?,['Will Scott'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10565.html
28,lemeda,fr,"[TranslationShift(name=""sebalis"", language=""de"", Talk=<parse.Talk object at 0x10a9fced0>), TranslationShift(name=""Ben"", language=""de"", Talk=<parse.Talk object at 0x10a9fced0>), TranslationShift(name=""shesapirate"", language=""de"", Talk=<parse.Talk object at 0x10a9fced0>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10a9fced0>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10a9fced0>)]",en,Ada,0 days 01:00:00.000000000,What's left for private messaging?,['Will Scott'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10565.html
29,korfuri,fr,"[TranslationShift(name=""sebalis"", language=""de"", Talk=<parse.Talk object at 0x10a9ff550>), TranslationShift(name=""Ben"", language=""de"", Talk=<parse.Talk object at 0x10a9ff550>), TranslationShift(name=""shesapirate"", language=""de"", Talk=<parse.Talk object at 0x10a9ff550>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10a9ff550>), TranslationShift(name=""korfuri"", language=""fr"", Talk=<parse.Talk object at 0x10a9ff550>)]",en,Ada,0 days 01:00:00.000000000,What's left for private messaging?,['Will Scott'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10565.html
30,SimplySayM,en,"[TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10a9ffb90>), TranslationShift(name=""breakthesystem"", language=""en"", Talk=<parse.Talk object at 0x10a9ffb90>), TranslationShift(name=""ningwie"", language=""en"", Talk=<parse.Talk object at 0x10a9ffb90>), TranslationShift(name=""yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10a9ffb90>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10a9ffb90>)]",de,Borg,0 days 01:00:00.000000000,Katastrophe und Kommunikation am Beispiel Rojava,"['Ruben Neugebauer', 'Sebastian Jünemann']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10957.html
31,breakthesystem,en,"[TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10aa01210>), TranslationShift(name=""breakthesystem"", language=""en"", Talk=<parse.Talk object at 0x10aa01210>), TranslationShift(name=""ningwie"", language=""en"", Talk=<parse.Talk object at 0x10aa01210>), TranslationShift(name=""yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aa01210>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10aa01210>)]",de,Borg,0 days 01:00:00.000000000,Katastrophe und Kommunikation am Beispiel Rojava,"['Ruben Neugebauer', 'Sebastian Jünemann']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10957.html
32,ningwie,en,"[TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10aa01850>), TranslationShift(name=""breakthesystem"", language=""en"", Talk=<parse.Talk object at 0x10aa01850>), TranslationShift(name=""ningwie"", language=""en"", Talk=<parse.Talk object at 0x10aa01850>), TranslationShift(name=""yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aa01850>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10aa01850>)]",de,Borg,0 days 01:00:00.000000000,Katastrophe und Kommunikation am Beispiel Rojava,"['Ruben Neugebauer', 'Sebastian Jünemann']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10957.html
33,yann0u,fr,"[TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10aa01e90>), TranslationShift(name=""breakthesystem"", language=""en"", Talk=<parse.Talk object at 0x10aa01e90>), TranslationShift(name=""ningwie"", language=""en"", Talk=<parse.Talk object at 0x10aa01e90>), TranslationShift(name=""yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aa01e90>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10aa01e90>)]",de,Borg,0 days 01:00:00.000000000,Katastrophe und Kommunikation am Beispiel Rojava,"['Ruben Neugebauer', 'Sebastian Jünemann']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10957.html
34,hnms,fr,"[TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10aa02510>), TranslationShift(name=""breakthesystem"", language=""en"", Talk=<parse.Talk object at 0x10aa02510>), TranslationShift(name=""ningwie"", language=""en"", Talk=<parse.Talk object at 0x10aa02510>), TranslationShift(name=""yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aa02510>), TranslationShift(name=""hnms"", language=""fr"", Talk=<parse.Talk object at 0x10aa02510>)]",de,Borg,0 days 01:00:00.000000000,Katastrophe und Kommunikation am Beispiel Rojava,"['Ruben Neugebauer', 'Sebastian Jünemann']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10957.html
35,flberger,en,"[TranslationShift(name=""flberger"", language=""en"", Talk=<parse.Talk object at 0x10aa02b50>), TranslationShift(name=""oskar"", language=""en"", Talk=<parse.Talk object at 0x10aa02b50>), TranslationShift(name=""IconI"", language=""en"", Talk=<parse.Talk object at 0x10aa02b50>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa02b50>), TranslationShift(name=""informancer"", language=""fr"", Talk=<parse.Talk object at 0x10aa02b50>)]",de,Clarke,0 days 01:00:00.000000000,Wie klimafreundlich ist Software? ,"['Marina Köhn', 'Eva Kern']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10852.html
36,oskar,en,"[TranslationShift(name=""flberger"", language=""en"", Talk=<parse.Talk object at 0x10aa041d0>), TranslationShift(name=""oskar"", language=""en"", Talk=<parse.Talk object at 0x10aa041d0>), TranslationShift(name=""IconI"", language=""en"", Talk=<parse.Talk object at 0x10aa041d0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa041d0>), TranslationShift(name=""informancer"", language=""fr"", Talk=<parse.Talk object at 0x10aa041d0>)]",de,Clarke,0 days 01:00:00.000000000,Wie klimafreundlich ist Software? ,"['Marina Köhn', 'Eva Kern']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10852.html
37,IconI,en,"[TranslationShift(name=""flberger"", language=""en"", Talk=<parse.Talk object at 0x10aa04810>), TranslationShift(name=""oskar"", language=""en"", Talk=<parse.Talk object at 0x10aa04810>), TranslationShift(name=""IconI"", language=""en"", Talk=<parse.Talk object at 0x10aa04810>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa04810>), TranslationShift(name=""informancer"", language=""fr"", Talk=<parse.Talk object at 0x10aa04810>)]",de,Clarke,0 days 01:00:00.000000000,Wie klimafreundlich ist Software? ,"['Marina Köhn', 'Eva Kern']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10852.html
38,ironic,fr,"[TranslationShift(name=""flberger"", language=""en"", Talk=<parse.Talk object at 0x10aa04e50>), TranslationShift(name=""oskar"", language=""en"", Talk=<parse.Talk object at 0x10aa04e50>), TranslationShift(name=""IconI"", language=""en"", Talk=<parse.Talk object at 0x10aa04e50>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa04e50>), TranslationShift(name=""informancer"", language=""fr"", Talk=<parse.Talk object at 0x10aa04e50>)]",de,Clarke,0 days 01:00:00.000000000,Wie klimafreundlich ist Software? ,"['Marina Köhn', 'Eva Kern']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10852.html
39,informancer,fr,"[TranslationShift(name=""flberger"", language=""en"", Talk=<parse.Talk object at 0x10aa054d0>), TranslationShift(name=""oskar"", language=""en"", Talk=<parse.Talk object at 0x10aa054d0>), TranslationShift(name=""IconI"", language=""en"", Talk=<parse.Talk object at 0x10aa054d0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aa054d0>), TranslationShift(name=""informancer"", language=""fr"", Talk=<parse.Talk object at 0x10aa054d0>)]",de,Clarke,0 days 01:00:00.000000000,Wie klimafreundlich ist Software? ,"['Marina Köhn', 'Eva Kern']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10852.html
40,os10000,de,"[TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10aa05b10>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aa05b10>), TranslationShift(name=""kwiii"", language=""de"", Talk=<parse.Talk object at 0x10aa05b10>), TranslationShift(name=""fzn"", language=""fr"", Talk=<parse.Talk object at 0x10aa05b10>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10aa05b10>)]",en,Dijkstra,0 days 01:00:00.000000000,The Ultimate Acorn Archimedes talk,['Matt Evans'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10703.html
41,phlo,de,"[TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10aa09190>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aa09190>), TranslationShift(name=""kwiii"", language=""de"", Talk=<parse.Talk object at 0x10aa09190>), TranslationShift(name=""fzn"", language=""fr"", Talk=<parse.Talk object at 0x10aa09190>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10aa09190>)]",en,Dijkstra,0 days 01:00:00.000000000,The Ultimate Acorn Archimedes talk,['Matt Evans'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10703.html
42,kwiii,de,"[TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10aa097d0>), TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aa097d0>), TranslationShift(name=""kwiii"", language=""de"", Talk=<parse.Talk object at 0x10aa097d0>), TranslationShift(name=""fzn"", language=""fr"", Talk=<parse.Talk object at 0x10aa097d0>), TranslationShift(name=""Kalessin"", language=""fr"", Talk=<parse.Talk object at 0x10aa097d0>)]",en,Dijkstra,0 days 01:00:00.000000000,The Ultimate Acorn Archimedes talk,['Matt Evans'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10703.html
