,name,language,talk.translation_shifts,talk.language,talk.room,talk.duration,talk.title,talk.speakers,talk.fahrplan
298,fzn,fr,"[TranslationShift(name=""mary"", language=""de"", Talk=<parse.Talk object at 0x10aab8c10>), TranslationShift(name=""os10000"", language=""de"", Talk=<parse.Talk object at 0x10aab8c10>), TranslationShift(name=""LuKaRo"", language=""de"", Talk=<parse.Talk object at 0x10aab8c10>), TranslationShift(name=""fzn"", language=""fr"", Talk=<parse.Talk object at 0x10aab8c10>)]",en,Ada,0 days 00:40:00.000000000,Harry Potter and the Not-So-Smart Proxy War,['Jos Wetzels'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10642.html
299,tribut,en,"[TranslationShift(name=""tribut"", language=""en"", Talk=<parse.Talk object at 0x10aab8fd0>), TranslationShift(name=""ToniHDS"", language=""en"", Talk=<parse.Talk object at 0x10aab8fd0>), TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10aab8fd0>), TranslationShift(name=""breakthesystem"", language=""en"", Talk=<parse.Talk object at 0x10aab8fd0>), TranslationShift(name=""ningwie"", language=""en"", Talk=<parse.Talk object at 0x10aab8fd0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aab8fd0>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aab8fd0>)]",de,Borg,0 days 02:20:00.000000000,Der dezentrale Jahresrückblick des CCC,['Holger Klein'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11225.html
300,ToniHDS,en,"[TranslationShift(name=""tribut"", language=""en"", Talk=<parse.Talk object at 0x10aab3bd0>), TranslationShift(name=""ToniHDS"", language=""en"", Talk=<parse.Talk object at 0x10aab3bd0>), TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10aab3bd0>), TranslationShift(name=""breakthesystem"", language=""en"", Talk=<parse.Talk object at 0x10aab3bd0>), TranslationShift(name=""ningwie"", language=""en"", Talk=<parse.Talk object at 0x10aab3bd0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aab3bd0>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aab3bd0>)]",de,Borg,0 days 02:20:00.000000000,Der dezentrale Jahresrückblick des CCC,['Holger Klein'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11225.html
301,SimplySayM,en,"[TranslationShift(name=""tribut"", language=""en"", Talk=<parse.Talk object at 0x10aabd490>), TranslationShift(name=""ToniHDS"", language=""en"", Talk=<parse.Talk object at 0x10aabd490>), TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10aabd490>), TranslationShift(name=""breakthesystem"", language=""en"", Talk=<parse.Talk object at 0x10aabd490>), TranslationShift(name=""ningwie"", language=""en"", Talk=<parse.Talk object at 0x10aabd490>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aabd490>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aabd490>)]",de,Borg,0 days 02:20:00.000000000,Der dezentrale Jahresrückblick des CCC,['Holger Klein'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11225.html
302,breakthesystem,en,"[TranslationShift(name=""tribut"", language=""en"", Talk=<parse.Talk object at 0x10aabd850>), TranslationShift(name=""ToniHDS"", language=""en"", Talk=<parse.Talk object at 0x10aabd850>), TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10aabd850>), TranslationShift(name=""breakthesystem"", language=""en"", Talk=<parse.Talk object at 0x10aabd850>), TranslationShift(name=""ningwie"", language=""en"", Talk=<parse.Talk object at 0x10aabd850>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aabd850>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aabd850>)]",de,Borg,0 days 02:20:00.000000000,Der dezentrale Jahresrückblick des CCC,['Holger Klein'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11225.html
303,ningwie,en,"[TranslationShift(name=""tribut"", language=""en"", Talk=<parse.Talk object at 0x10aabdc10>), TranslationShift(name=""ToniHDS"", language=""en"", Talk=<parse.Talk object at 0x10aabdc10>), TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10aabdc10>), TranslationShift(name=""breakthesystem"", language=""en"", Talk=<parse.Talk object at 0x10aabdc10>), TranslationShift(name=""ningwie"", language=""en"", Talk=<parse.Talk object at 0x10aabdc10>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aabdc10>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aabdc10>)]",de,Borg,0 days 02:20:00.000000000,Der dezentrale Jahresrückblick des CCC,['Holger Klein'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11225.html
304,ironic,fr,"[TranslationShift(name=""tribut"", language=""en"", Talk=<parse.Talk object at 0x10aab8e90>), TranslationShift(name=""ToniHDS"", language=""en"", Talk=<parse.Talk object at 0x10aab8e90>), TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10aab8e90>), TranslationShift(name=""breakthesystem"", language=""en"", Talk=<parse.Talk object at 0x10aab8e90>), TranslationShift(name=""ningwie"", language=""en"", Talk=<parse.Talk object at 0x10aab8e90>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aab8e90>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aab8e90>)]",de,Borg,0 days 02:20:00.000000000,Der dezentrale Jahresrückblick des CCC,['Holger Klein'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11225.html
305,Yann0u,fr,"[TranslationShift(name=""tribut"", language=""en"", Talk=<parse.Talk object at 0x10aac03d0>), TranslationShift(name=""ToniHDS"", language=""en"", Talk=<parse.Talk object at 0x10aac03d0>), TranslationShift(name=""SimplySayM"", language=""en"", Talk=<parse.Talk object at 0x10aac03d0>), TranslationShift(name=""breakthesystem"", language=""en"", Talk=<parse.Talk object at 0x10aac03d0>), TranslationShift(name=""ningwie"", language=""en"", Talk=<parse.Talk object at 0x10aac03d0>), TranslationShift(name=""ironic"", language=""fr"", Talk=<parse.Talk object at 0x10aac03d0>), TranslationShift(name=""Yann0u"", language=""fr"", Talk=<parse.Talk object at 0x10aac03d0>)]",de,Borg,0 days 02:20:00.000000000,Der dezentrale Jahresrückblick des CCC,['Holger Klein'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11225.html
306,eskarina,de,"[TranslationShift(name=""eskarina"", language=""de"", Talk=<parse.Talk object at 0x10aac0790>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10aac0790>), TranslationShift(name=""Indraos"", language=""de"", Talk=<parse.Talk object at 0x10aac0790>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aac0790>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aac0790>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aac0790>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aac0790>)]",en,Clarke,0 days 00:40:00.000000000,Today's digital industry is unsustainable so where to go? /different title,['Gauthier Roussilhe'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11237.html
307,dimir,de,"[TranslationShift(name=""eskarina"", language=""de"", Talk=<parse.Talk object at 0x10aac0b50>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10aac0b50>), TranslationShift(name=""Indraos"", language=""de"", Talk=<parse.Talk object at 0x10aac0b50>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aac0b50>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aac0b50>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aac0b50>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aac0b50>)]",en,Clarke,0 days 00:40:00.000000000,Today's digital industry is unsustainable so where to go? /different title,['Gauthier Roussilhe'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11237.html
308,Indraos,de,"[TranslationShift(name=""eskarina"", language=""de"", Talk=<parse.Talk object at 0x10aabded0>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10aabded0>), TranslationShift(name=""Indraos"", language=""de"", Talk=<parse.Talk object at 0x10aabded0>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aabded0>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aabded0>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aabded0>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aabded0>)]",en,Clarke,0 days 00:40:00.000000000,Today's digital industry is unsustainable so where to go? /different title,['Gauthier Roussilhe'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11237.html
309,sasha,ru,"[TranslationShift(name=""eskarina"", language=""de"", Talk=<parse.Talk object at 0x10aac3310>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10aac3310>), TranslationShift(name=""Indraos"", language=""de"", Talk=<parse.Talk object at 0x10aac3310>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aac3310>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aac3310>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aac3310>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aac3310>)]",en,Clarke,0 days 00:40:00.000000000,Today's digital industry is unsustainable so where to go? /different title,['Gauthier Roussilhe'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11237.html
310,flego,ru,"[TranslationShift(name=""eskarina"", language=""de"", Talk=<parse.Talk object at 0x10aac36d0>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10aac36d0>), TranslationShift(name=""Indraos"", language=""de"", Talk=<parse.Talk object at 0x10aac36d0>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aac36d0>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aac36d0>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aac36d0>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aac36d0>)]",en,Clarke,0 days 00:40:00.000000000,Today's digital industry is unsustainable so where to go? /different title,['Gauthier Roussilhe'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11237.html
311,belfar,ru,"[TranslationShift(name=""eskarina"", language=""de"", Talk=<parse.Talk object at 0x10aac3a90>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10aac3a90>), TranslationShift(name=""Indraos"", language=""de"", Talk=<parse.Talk object at 0x10aac3a90>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aac3a90>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aac3a90>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aac3a90>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aac3a90>)]",en,Clarke,0 days 00:40:00.000000000,Today's digital industry is unsustainable so where to go? /different title,['Gauthier Roussilhe'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11237.html
312,morkowka,ru,"[TranslationShift(name=""eskarina"", language=""de"", Talk=<parse.Talk object at 0x10aac3e50>), TranslationShift(name=""dimir"", language=""de"", Talk=<parse.Talk object at 0x10aac3e50>), TranslationShift(name=""Indraos"", language=""de"", Talk=<parse.Talk object at 0x10aac3e50>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aac3e50>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aac3e50>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aac3e50>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aac3e50>)]",en,Clarke,0 days 00:40:00.000000000,Today's digital industry is unsustainable so where to go? /different title,['Gauthier Roussilhe'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11237.html
313,PetePriority,en,"[TranslationShift(name=""PetePriority"", language=""en"", Talk=<parse.Talk object at 0x10aac5210>), TranslationShift(name=""kwiii"", language=""en"", Talk=<parse.Talk object at 0x10aac5210>), TranslationShift(name=""vh-1"", language=""en"", Talk=<parse.Talk object at 0x10aac5210>)]",de,Dijkstra,0 days 00:40:00.000000000,Offene Sensordaten für Jedermann - Ein Citizen Science Projekt basierend auf Open Source und Open Hardware,['Felix Erdmann'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10862.html
314,kwiii,en,"[TranslationShift(name=""PetePriority"", language=""en"", Talk=<parse.Talk object at 0x10aac5690>), TranslationShift(name=""kwiii"", language=""en"", Talk=<parse.Talk object at 0x10aac5690>), TranslationShift(name=""vh-1"", language=""en"", Talk=<parse.Talk object at 0x10aac5690>)]",de,Dijkstra,0 days 00:40:00.000000000,Offene Sensordaten für Jedermann - Ein Citizen Science Projekt basierend auf Open Source und Open Hardware,['Felix Erdmann'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10862.html
315,vh-1,en,"[TranslationShift(name=""PetePriority"", language=""en"", Talk=<parse.Talk object at 0x10aac5910>), TranslationShift(name=""kwiii"", language=""en"", Talk=<parse.Talk object at 0x10aac5910>), TranslationShift(name=""vh-1"", language=""en"", Talk=<parse.Talk object at 0x10aac5910>)]",de,Dijkstra,0 days 00:40:00.000000000,Offene Sensordaten für Jedermann - Ein Citizen Science Projekt basierend auf Open Source und Open Hardware,['Felix Erdmann'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10862.html
316,MissSensei,de,"[TranslationShift(name=""MissSensei"", language=""de"", Talk=<parse.Talk object at 0x10aac5c50>), TranslationShift(name=""KetieSaner"", language=""de"", Talk=<parse.Talk object at 0x10aac5c50>), TranslationShift(name=""Jp"", language=""de"", Talk=<parse.Talk object at 0x10aac5c50>), TranslationShift(name=""comoelcometa"", language=""es"", Talk=<parse.Talk object at 0x10aac5c50>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10aac5c50>)]",en,Eliza,0 days 00:40:00.000000000,"No roborders, no nation, or: smile for a European surveillance propagation","['alina', 'niczem']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10994.html
317,KetieSaner,de,"[TranslationShift(name=""MissSensei"", language=""de"", Talk=<parse.Talk object at 0x10aac58d0>), TranslationShift(name=""KetieSaner"", language=""de"", Talk=<parse.Talk object at 0x10aac58d0>), TranslationShift(name=""Jp"", language=""de"", Talk=<parse.Talk object at 0x10aac58d0>), TranslationShift(name=""comoelcometa"", language=""es"", Talk=<parse.Talk object at 0x10aac58d0>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10aac58d0>)]",en,Eliza,0 days 00:40:00.000000000,"No roborders, no nation, or: smile for a European surveillance propagation","['alina', 'niczem']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10994.html
318,Jp,de,"[TranslationShift(name=""MissSensei"", language=""de"", Talk=<parse.Talk object at 0x10aac8150>), TranslationShift(name=""KetieSaner"", language=""de"", Talk=<parse.Talk object at 0x10aac8150>), TranslationShift(name=""Jp"", language=""de"", Talk=<parse.Talk object at 0x10aac8150>), TranslationShift(name=""comoelcometa"", language=""es"", Talk=<parse.Talk object at 0x10aac8150>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10aac8150>)]",en,Eliza,0 days 00:40:00.000000000,"No roborders, no nation, or: smile for a European surveillance propagation","['alina', 'niczem']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10994.html
319,comoelcometa,es,"[TranslationShift(name=""MissSensei"", language=""de"", Talk=<parse.Talk object at 0x10aac8490>), TranslationShift(name=""KetieSaner"", language=""de"", Talk=<parse.Talk object at 0x10aac8490>), TranslationShift(name=""Jp"", language=""de"", Talk=<parse.Talk object at 0x10aac8490>), TranslationShift(name=""comoelcometa"", language=""es"", Talk=<parse.Talk object at 0x10aac8490>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10aac8490>)]",en,Eliza,0 days 00:40:00.000000000,"No roborders, no nation, or: smile for a European surveillance propagation","['alina', 'niczem']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10994.html
320,genbi,es,"[TranslationShift(name=""MissSensei"", language=""de"", Talk=<parse.Talk object at 0x10aac81d0>), TranslationShift(name=""KetieSaner"", language=""de"", Talk=<parse.Talk object at 0x10aac81d0>), TranslationShift(name=""Jp"", language=""de"", Talk=<parse.Talk object at 0x10aac81d0>), TranslationShift(name=""comoelcometa"", language=""es"", Talk=<parse.Talk object at 0x10aac81d0>), TranslationShift(name=""genbi"", language=""es"", Talk=<parse.Talk object at 0x10aac81d0>)]",en,Eliza,0 days 00:40:00.000000000,"No roborders, no nation, or: smile for a European surveillance propagation","['alina', 'niczem']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10994.html
321,pinkdispatcher,de,"[TranslationShift(name=""pinkdispatcher"", language=""de"", Talk=<parse.Talk object at 0x10aac8510>), TranslationShift(name=""Scriptkiddi"", language=""de"", Talk=<parse.Talk object at 0x10aac8510>), TranslationShift(name=""bluewhobert"", language=""de"", Talk=<parse.Talk object at 0x10aac8510>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10aac8510>), TranslationShift(name=""damok"", language=""fr"", Talk=<parse.Talk object at 0x10aac8510>)]",en,Ada,0 days 00:40:00.000000000,"The sustainability of safety, security and privacy",['Ross Anderson'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10924.html
322,Scriptkiddi,de,"[TranslationShift(name=""pinkdispatcher"", language=""de"", Talk=<parse.Talk object at 0x10aac8850>), TranslationShift(name=""Scriptkiddi"", language=""de"", Talk=<parse.Talk object at 0x10aac8850>), TranslationShift(name=""bluewhobert"", language=""de"", Talk=<parse.Talk object at 0x10aac8850>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10aac8850>), TranslationShift(name=""damok"", language=""fr"", Talk=<parse.Talk object at 0x10aac8850>)]",en,Ada,0 days 00:40:00.000000000,"The sustainability of safety, security and privacy",['Ross Anderson'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10924.html
323,bluewhobert,de,"[TranslationShift(name=""pinkdispatcher"", language=""de"", Talk=<parse.Talk object at 0x10aacb1d0>), TranslationShift(name=""Scriptkiddi"", language=""de"", Talk=<parse.Talk object at 0x10aacb1d0>), TranslationShift(name=""bluewhobert"", language=""de"", Talk=<parse.Talk object at 0x10aacb1d0>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10aacb1d0>), TranslationShift(name=""damok"", language=""fr"", Talk=<parse.Talk object at 0x10aacb1d0>)]",en,Ada,0 days 00:40:00.000000000,"The sustainability of safety, security and privacy",['Ross Anderson'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10924.html
324,lemeda,fr,"[TranslationShift(name=""pinkdispatcher"", language=""de"", Talk=<parse.Talk object at 0x10aacb310>), TranslationShift(name=""Scriptkiddi"", language=""de"", Talk=<parse.Talk object at 0x10aacb310>), TranslationShift(name=""bluewhobert"", language=""de"", Talk=<parse.Talk object at 0x10aacb310>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10aacb310>), TranslationShift(name=""damok"", language=""fr"", Talk=<parse.Talk object at 0x10aacb310>)]",en,Ada,0 days 00:40:00.000000000,"The sustainability of safety, security and privacy",['Ross Anderson'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10924.html
325,damok,fr,"[TranslationShift(name=""pinkdispatcher"", language=""de"", Talk=<parse.Talk object at 0x10aacb250>), TranslationShift(name=""Scriptkiddi"", language=""de"", Talk=<parse.Talk object at 0x10aacb250>), TranslationShift(name=""bluewhobert"", language=""de"", Talk=<parse.Talk object at 0x10aacb250>), TranslationShift(name=""lemeda"", language=""fr"", Talk=<parse.Talk object at 0x10aacb250>), TranslationShift(name=""damok"", language=""fr"", Talk=<parse.Talk object at 0x10aacb250>)]",en,Ada,0 days 00:40:00.000000000,"The sustainability of safety, security and privacy",['Ross Anderson'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10924.html
326,phlo,de,"[TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aacb590>), TranslationShift(name=""problame"", language=""de"", Talk=<parse.Talk object at 0x10aacb590>), TranslationShift(name=""gw3n1337"", language=""de"", Talk=<parse.Talk object at 0x10aacb590>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aacb590>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aacb590>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aacb590>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aacb590>)]",en,Clarke,0 days 00:40:00.000000000,The Inside Story: There are Apps in Apps and Here is How to Break Them,['RonnyXing'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10751.html
327,problame,de,"[TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aacbe10>), TranslationShift(name=""problame"", language=""de"", Talk=<parse.Talk object at 0x10aacbe10>), TranslationShift(name=""gw3n1337"", language=""de"", Talk=<parse.Talk object at 0x10aacbe10>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aacbe10>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aacbe10>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aacbe10>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aacbe10>)]",en,Clarke,0 days 00:40:00.000000000,The Inside Story: There are Apps in Apps and Here is How to Break Them,['RonnyXing'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10751.html
328,gw3n1337,de,"[TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aace290>), TranslationShift(name=""problame"", language=""de"", Talk=<parse.Talk object at 0x10aace290>), TranslationShift(name=""gw3n1337"", language=""de"", Talk=<parse.Talk object at 0x10aace290>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aace290>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aace290>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aace290>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aace290>)]",en,Clarke,0 days 00:40:00.000000000,The Inside Story: There are Apps in Apps and Here is How to Break Them,['RonnyXing'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10751.html
329,sasha,ru,"[TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aace650>), TranslationShift(name=""problame"", language=""de"", Talk=<parse.Talk object at 0x10aace650>), TranslationShift(name=""gw3n1337"", language=""de"", Talk=<parse.Talk object at 0x10aace650>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aace650>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aace650>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aace650>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aace650>)]",en,Clarke,0 days 00:40:00.000000000,The Inside Story: There are Apps in Apps and Here is How to Break Them,['RonnyXing'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10751.html
330,belfar,ru,"[TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aacea10>), TranslationShift(name=""problame"", language=""de"", Talk=<parse.Talk object at 0x10aacea10>), TranslationShift(name=""gw3n1337"", language=""de"", Talk=<parse.Talk object at 0x10aacea10>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aacea10>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aacea10>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aacea10>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aacea10>)]",en,Clarke,0 days 00:40:00.000000000,The Inside Story: There are Apps in Apps and Here is How to Break Them,['RonnyXing'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10751.html
331,flego,ru,"[TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aacedd0>), TranslationShift(name=""problame"", language=""de"", Talk=<parse.Talk object at 0x10aacedd0>), TranslationShift(name=""gw3n1337"", language=""de"", Talk=<parse.Talk object at 0x10aacedd0>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aacedd0>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aacedd0>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aacedd0>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aacedd0>)]",en,Clarke,0 days 00:40:00.000000000,The Inside Story: There are Apps in Apps and Here is How to Break Them,['RonnyXing'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10751.html
332,morkowka,ru,"[TranslationShift(name=""phlo"", language=""de"", Talk=<parse.Talk object at 0x10aad01d0>), TranslationShift(name=""problame"", language=""de"", Talk=<parse.Talk object at 0x10aad01d0>), TranslationShift(name=""gw3n1337"", language=""de"", Talk=<parse.Talk object at 0x10aad01d0>), TranslationShift(name=""sasha"", language=""ru"", Talk=<parse.Talk object at 0x10aad01d0>), TranslationShift(name=""belfar"", language=""ru"", Talk=<parse.Talk object at 0x10aad01d0>), TranslationShift(name=""flego"", language=""ru"", Talk=<parse.Talk object at 0x10aad01d0>), TranslationShift(name=""morkowka"", language=""ru"", Talk=<parse.Talk object at 0x10aad01d0>)]",en,Clarke,0 days 00:40:00.000000000,The Inside Story: There are Apps in Apps and Here is How to Break Them,['RonnyXing'],https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/10751.html
333,eibwen,de,"[TranslationShift(name=""eibwen"", language=""de"", Talk=<parse.Talk object at 0x10aad0590>), TranslationShift(name=""afrowson"", language=""de"", Talk=<parse.Talk object at 0x10aad0590>), TranslationShift(name=""snakey"", language=""de"", Talk=<parse.Talk object at 0x10aad0590>), TranslationShift(name=""pawel"", language=""pl"", Talk=<parse.Talk object at 0x10aad0590>), TranslationShift(name=""d"", language=""pl"", Talk=<parse.Talk object at 0x10aad0590>)]",en,Dijkstra,0 days 00:40:00.000000000,Reflections on the New Reverse Engineering Law,"['Steffen Becker', 'Stephan Koloßa']",https://fahrplan.events.ccc.de/congress/2019/Fahrplan/events/11089.html
